序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
128,688793,倍轻松,34.88,7.72,2.5,53889.0,179114387.0,12.04,35.0,31.1,32.12,32.38,1.52,6.27,171.63,7.92,2997776215.0,2997776215.0,-0.17,-0.03,11.62,3.66,家电行业
129,603617,君禾股份,7.14,7.69,0.51,368959.0,255954145.0,10.86,7.24,6.52,6.73,6.63,2.49,9.71,33.85,1.89,2789464746.0,2713780746.0,0.71,0.0,37.57,-22.05,通用设备
130,300926,博俊科技,22.15,7.68,1.58,151422.0,331506824.0,8.26,22.36,20.66,20.77,20.57,3.83,5.64,18.29,4.16,8965299616.0,5945519347.0,0.05,0.05,18.01,10.09,汽车零部件
131,603165,荣晟环保,12.71,7.62,0.9,160405.0,203294473.0,5.93,12.99,12.29,12.9,11.81,4.14,5.88,10.45,1.58,3464903757.0,3464903757.0,0.0,0.08,24.98,10.62,造纸印刷
132,300613,富瀚微,67.08,7.59,4.73,290227.0,1881546667.61,9.11,67.71,62.03,63.5,62.35,1.08,13.29,62.74,6.07,15532318659.0,14646525515.0,-0.04,0.03,105.89,58.51,半导体
133,301606,绿联科技,41.98,7.59,2.96,75307.0,306590104.27,8.2,42.2,39.0,39.02,39.02,1.44,24.13,40.6,6.34,17417913656.0,1310123888.0,0.1,0.29,56.47,100.77,消费电子
134,832469,富恒新材,13.2,7.58,0.93,117471.0,155462708.26,11.57,13.82,12.4,12.4,12.27,1.41,11.99,29.63,3.8,1860487200.0,1292927473.0,0.38,0.69,114.63,-3.15,塑料制品
135,300470,中密控股,40.88,7.58,2.88,112759.0,448168166.93,7.61,40.94,38.05,38.05,38.0,1.27,5.84,23.56,3.34,8510041804.0,7891913638.0,0.07,0.12,29.86,11.09,通用设备
136,300906,日月明,27.76,7.56,1.95,47032.0,127796510.03,8.1,27.94,25.85,25.86,25.81,2.41,6.56,38.14,2.55,2220800000.0,1990014492.0,0.07,0.4,47.97,11.98,交运设备
137,002117,东港股份,10.31,7.51,0.72,628050.0,651717740.35,8.34,10.55,9.75,9.75,9.59,3.38,12.0,50.48,4.01,5399563046.0,5397848751.0,-0.1,0.0,62.11,25.12,造纸印刷
138,300740,水羊股份,14.76,7.5,1.03,303895.0,439149112.33,11.0,15.16,13.65,13.75,13.73,1.77,8.5,45.56,2.88,5731871994.0,5274968814.0,-0.07,0.0,40.3,-10.92,美容护理
139,301202,朗威股份,38.01,7.43,2.63,111835.0,414757293.57,8.65,38.01,34.95,35.35,35.38,1.78,30.08,69.95,4.38,5184564000.0,1413211800.0,0.32,0.29,52.28,19.79,通用设备
140,002165,红 宝 丽,4.78,7.42,0.33,980669.0,463582342.84,12.58,4.9,4.34,4.43,4.45,3.08,13.48,57.19,1.74,3514589821.0,3478068991.0,0.0,-0.62,43.54,15.74,化学制品
141,603285,键邦股份,23.77,7.41,1.64,56078.0,130850191.0,7.28,23.79,22.18,22.2,22.13,4.09,14.31,21.96,2.42,3803200000.0,931713070.0,0.0,-0.04,25.11,34.67,化学制品
142,300021,大禹节水,4.38,7.35,0.3,346733.0,148175143.88,8.82,4.45,4.09,4.1,4.08,1.8,4.95,93.91,2.01,3740140460.0,3069346570.0,0.23,-0.23,36.45,-7.4,农牧饲渔
143,001308,康冠科技,27.54,7.33,1.88,264556.0,718854626.84,11.77,28.23,25.21,25.99,25.66,2.43,34.25,25.42,2.64,18920994932.0,2127293123.0,0.0,0.07,48.95,0.58,消费电子
144,000670,盈方微,9.55,7.3,0.65,1947853.0,1797699367.5,10.56,9.68,8.74,8.92,8.9,1.49,26.97,-164.64,430.77,8017123388.0,6896119100.0,0.0,0.42,106.71,40.86,半导体
145,301230,泓博医药,28.81,7.26,1.95,78862.0,222598857.58,8.38,28.9,26.65,27.2,26.86,1.88,10.26,197.86,3.85,4021490090.0,2214345387.0,0.17,0.77,48.05,6.0,生物制品
146,300590,移为通信,16.13,7.25,1.09,395754.0,628941360.94,10.51,16.58,15.0,15.13,15.04,1.62,11.17,41.52,4.05,7415764145.0,5713144075.0,0.19,0.37,54.95,36.0,通信设备
147,688449,联芸科技,46.89,7.23,3.16,183883.0,829230511.0,9.35,46.89,42.8,43.73,43.73,1.77,28.25,221.05,13.07,21569400000.0,3052421634.0,0.19,0.64,316.8,316.8,半导体
148,300992,泰福泵业,29.26,7.18,1.96,94071.0,266736486.47,10.77,29.45,26.51,27.01,27.3,2.17,12.54,104.65,3.39,2730802707.0,2194393757.0,0.1,-0.1,100.55,36.03,通用设备
149,603085,天成自控,10.77,7.16,0.72,279232.0,296708602.0,9.85,10.97,9.98,9.98,10.05,2.5,7.54,122.2,4.76,4276767000.0,3987327924.0,0.09,0.09,34.96,5.59,汽车零部件
150,688663,新风光,22.97,7.14,1.53,46039.0,104837343.0,6.16,23.28,21.96,21.96,21.44,2.95,3.29,20.22,2.41,3214651500.0,3214651500.0,0.04,0.17,33.7,-16.59,电网设备
151,300252,金信诺,10.68,7.12,0.71,997635.0,1026965718.28,10.03,10.68,9.68,10.19,9.97,1.37,18.58,951.67,3.28,7071802947.0,5735493803.0,0.19,0.85,54.11,15.71,通信设备
152,002075,沙钢股份,7.54,7.1,0.5,1084083.0,799917992.7,9.23,7.64,6.99,6.99,7.04,1.45,4.94,117.72,2.58,16541443855.0,16541417277.0,0.0,0.0,55.79,101.07,钢铁行业
153,600326,西藏天路,8.93,7.07,0.59,1638156.0,1423829679.0,8.63,8.95,8.23,8.27,8.34,2.2,12.58,-132.32,3.01,11638488637.0,11630890127.0,0.0,0.11,61.19,85.65,水泥建材
154,300595,欧普康视,20.51,7.05,1.35,423961.0,863956034.95,6.05,20.86,19.7,19.89,19.16,3.73,6.34,26.39,3.95,18390859053.0,13710827528.0,-0.24,-0.39,46.4,-8.27,医疗器械
155,301349,信德新材,31.32,7.04,2.06,25630.0,78459706.58,8.3,31.55,29.12,29.15,29.26,1.64,6.08,-163.65,1.18,3194640000.0,1319801404.0,0.0,0.03,33.73,-33.05,化学制品
156,300550,和仁科技,15.08,7.03,0.99,92652.0,138338143.67,7.81,15.16,14.06,14.1,14.09,1.48,3.53,3195.67,3.69,3959406926.0,3955730724.0,0.2,0.27,37.59,0.8,软件开发
157,002077,大港股份,19.2,7.02,1.26,1233717.0,2294860807.45,12.43,19.73,17.5,18.0,17.94,1.55,21.26,210.56,3.37,11142691450.0,11142691450.0,-0.16,-1.94,70.67,25.9,半导体
158,688056,莱伯泰科,31.71,7.02,2.08,8954.0,27723416.0,5.74,31.71,30.01,30.56,29.63,1.82,1.33,45.71,2.63,2138917507.0,2138917507.0,0.06,0.06,50.07,-2.7,仪器仪表
159,603800,洪田股份,26.29,6.96,1.71,80135.0,209480566.0,9.6,26.98,24.62,24.62,24.58,2.15,3.85,48.17,6.94,5468320000.0,5468320000.0,0.0,0.0,50.49,0.15,专用设备
160,002956,西麦食品,16.7,6.91,1.08,80251.0,130184414.37,9.73,16.88,15.36,15.58,15.62,1.22,3.6,25.81,2.5,3728222980.0,3727845827.0,0.24,0.06,49.24,19.12,食品饮料
161,600506,统一股份,18.98,6.87,1.22,275147.0,518244666.0,8.45,19.5,18.0,18.0,17.76,0.77,18.63,102.61,8.51,3644519367.0,2803476450.0,0.0,0.21,68.26,4.34,石油行业
162,603500,祥和实业,7.2,6.82,0.46,314574.0,229220489.0,9.94,7.41,6.74,6.75,6.74,4.96,9.23,47.98,2.53,2474980459.0,2453733475.0,0.0,0.0,31.87,-16.86,交运设备
163,600808,马钢股份,3.14,6.8,0.2,2720578.0,835070215.0,11.22,3.22,2.89,2.92,2.94,0.9,4.56,-7.2,0.96,24325385276.0,18738738724.0,-0.32,0.0,59.39,15.44,钢铁行业
164,000899,赣能股份,9.74,6.8,0.62,628345.0,597735244.31,9.1,9.89,9.06,9.06,9.12,1.64,6.44,11.15,1.68,9503101382.0,9503101382.0,0.1,0.21,26.33,28.33,电力行业
165,301123,奕东电子,21.99,6.75,1.39,135114.0,290624576.07,7.82,22.13,20.52,20.6,20.6,2.1,17.68,226.19,1.75,5136864000.0,1680392524.0,-0.45,-0.27,41.51,-5.86,消费电子
166,833346,威贸电子,24.31,6.72,1.53,38247.0,95357138.72,11.72,26.55,23.88,23.99,22.78,2.27,14.13,48.07,4.5,1961272529.0,658096083.0,0.0,0.12,118.62,48.96,消费电子
167,839725,惠丰钻石,42.72,6.67,2.67,135958.0,534719000.37,30.99,48.0,35.59,36.7,40.05,2.25,32.31,418.57,6.15,3899268000.0,1797561993.0,0.09,3.16,383.81,132.43,非金属材料
168,688286,敏芯股份,69.78,6.66,4.36,31292.0,217241797.0,9.75,72.0,65.62,66.12,65.42,1.12,5.59,-60.93,3.86,3906803982.0,3906803982.0,0.14,0.11,106.69,-2.68,半导体
169,002009,天奇股份,15.7,6.66,0.98,699459.0,1088521637.03,8.08,16.19,15.0,15.0,14.72,1.86,17.46,-81.62,2.99,6315061350.0,6288234760.0,0.06,0.38,47.56,4.18,专用设备
170,002995,天地在线,25.34,6.6,1.57,363189.0,879154875.77,16.45,26.07,22.16,23.02,23.77,1.31,32.31,-108.8,4.64,4496696523.0,2848652051.0,0.04,-0.28,85.78,11.38,文化传媒
171,300518,新迅达,11.32,6.59,0.7,157736.0,173925988.04,10.55,11.5,10.38,10.47,10.62,2.02,7.91,-20.17,2.23,2257339040.0,2257069624.0,0.09,0.18,29.97,-33.72,互联网服务
172,002419,天虹股份,6.15,6.59,0.38,818270.0,492421758.46,11.44,6.31,5.65,5.75,5.77,0.95,7.0,45.56,1.74,7188413663.0,7187411907.0,0.16,0.0,43.36,14.53,商业百货
173,002331,皖通科技,8.81,6.53,0.54,430947.0,384821543.28,9.07,9.1,8.35,8.35,8.27,1.27,10.89,-140.33,2.18,3614266811.0,3487450931.0,0.23,0.34,30.71,4.38,互联网服务
174,836826,盖世食品,11.94,6.51,0.73,92738.0,108207363.67,10.35,12.16,11.0,11.43,11.21,1.24,14.87,40.3,5.03,1677758819.0,744665395.0,0.25,-0.08,121.11,32.23,食品饮料
175,603063,禾望电气,20.38,6.48,1.24,201602.0,405111695.0,8.88,20.8,19.1,19.1,19.14,1.35,4.54,26.79,2.2,9047118723.0,9047118723.0,0.05,0.3,73.3,-17.82,风电设备
176,300872,天阳科技,17.95,6.47,1.09,393504.0,696048640.96,6.7,18.21,17.08,17.22,16.86,1.37,9.94,72.94,2.63,8292947334.0,7106822284.0,0.11,0.22,59.7,31.69,互联网服务
177,603915,国茂股份,12.37,6.45,0.75,192951.0,236569389.0,6.11,12.7,11.99,12.11,11.62,1.8,2.94,29.32,2.27,8152923879.0,8122543778.0,-0.08,0.49,47.26,-23.45,通用设备
178,872541,铁大科技,12.94,6.41,0.78,63200.0,81720579.51,10.28,13.3,12.05,12.05,12.16,1.53,7.02,54.42,4.47,1768898000.0,1165359371.0,0.0,0.23,143.69,78.24,交运设备
179,301001,凯淳股份,34.84,6.41,2.1,139637.0,466561051.08,16.07,35.68,30.42,32.38,32.74,1.22,27.76,446.95,3.44,2787200000.0,1752452000.0,0.0,0.17,84.05,37.06,互联网服务
180,688165,埃夫特-U,36.28,6.39,2.18,452946.0,1620980478.0,5.84,36.65,34.66,35.05,34.1,0.95,8.68,-134.67,11.16,18930178400.0,18930178400.0,0.08,0.95,366.32,216.58,通用设备
181,300609,汇纳科技,30.05,6.37,1.8,147932.0,432329441.26,10.76,30.34,27.3,28.67,28.25,1.47,12.34,-69.81,3.46,3609437329.0,3602794056.0,0.07,0.1,28.8,10.89,互联网服务
182,603855,华荣股份,20.6,6.35,1.23,40183.0,81318588.0,7.8,20.88,19.37,19.49,19.37,2.68,1.2,16.23,3.57,6953715400.0,6871212400.0,0.24,0.1,30.13,8.65,专用设备
183,300113,顺网科技,17.6,6.34,1.05,653641.0,1116988339.65,9.79,17.66,16.04,16.4,16.55,1.2,12.36,43.19,5.68,12219455424.0,9309011976.0,0.06,0.63,63.11,26.44,游戏
184,002047,宝鹰股份,3.36,6.33,0.2,1178178.0,393605831.76,14.24,3.48,3.03,3.08,3.16,1.65,8.78,-8.81,-26.63,5094595608.0,4506466070.0,-0.3,-0.59,116.77,16.26,装修装饰
185,300276,三丰智能,10.42,6.33,0.62,1632808.0,1683228470.65,5.82,10.6,10.03,10.03,9.8,0.86,16.0,591.86,7.55,14598867956.0,10636422587.0,0.19,-0.1,202.91,159.2,专用设备
186,000880,潍柴重机,15.31,6.32,0.91,823161.0,1256730684.14,9.93,15.84,14.41,15.5,14.4,4.88,50.76,26.34,2.5,5072518386.0,2482700220.0,0.13,2.07,72.22,46.51,通用设备
187,834058,华洋赛车,30.38,6.3,1.8,20417.0,59789891.26,7.87,30.43,28.18,28.94,28.58,0.59,14.58,26.17,4.76,1703924579.0,425559759.0,0.26,0.86,90.59,45.92,交运设备
188,830779,武汉蓝电,39.55,6.29,2.34,20306.0,78550118.01,6.99,39.6,37.0,37.68,37.21,1.5,14.19,30.52,4.58,2262260000.0,566087100.0,0.08,1.15,132.51,13.88,仪器仪表
189,301591,肯特股份,39.8,6.28,2.35,32765.0,130146782.99,9.43,41.0,37.47,37.69,37.45,1.7,15.58,42.41,3.88,3347976000.0,836994000.0,-0.05,0.13,36.49,108.16,塑料制品
190,600609,金杯汽车,7.63,6.27,0.45,662192.0,489787784.0,11.42,7.79,6.97,7.18,7.18,1.5,5.05,25.72,7.3,10004460258.0,10004460258.0,-0.13,-0.26,93.65,57.0,汽车零部件
191,603170,宝立食品,16.55,6.23,0.97,61305.0,99197586.0,6.03,16.55,15.61,15.69,15.58,1.24,3.86,28.62,5.03,6620165500.0,2628305500.0,0.18,0.36,43.79,0.98,食品饮料
192,603922,金鸿顺,23.58,6.22,1.38,65900.0,147385827.0,10.05,23.88,21.65,22.29,22.2,2.02,3.68,-203.56,4.16,4225536000.0,4225536000.0,-0.04,-0.51,51.45,25.03,汽车零部件
193,300557,理工光科,33.17,6.21,1.94,70890.0,228246801.91,9.64,33.33,30.32,30.68,31.23,1.86,7.75,86.24,3.16,3086865180.0,3034964081.0,0.0,0.39,43.53,23.08,仪器仪表
194,300338,*ST开元,4.96,6.21,0.29,174277.0,85642016.84,6.0,5.05,4.77,4.81,4.67,0.95,5.06,-41.48,-13.47,1997018472.0,1708953011.0,0.0,0.4,100.81,11.46,教育
195,600822,上海物贸,11.31,6.2,0.66,314140.0,360609663.0,6.01,11.72,11.08,11.39,10.65,1.68,7.93,91.89,4.67,5609453657.0,4480432839.0,0.09,0.18,40.85,11.65,汽车服务
196,603097,江苏华辰,24.37,6.19,1.42,109129.0,261937479.0,6.75,24.5,22.95,22.95,22.95,3.02,27.28,46.74,3.93,3899200000.0,974800000.0,0.0,0.08,27.73,1.58,电网设备
197,002403,爱仕达,16.87,6.17,0.98,582021.0,995418007.43,6.54,17.48,16.44,16.44,15.89,0.98,19.59,2595.46,3.44,5746572828.0,5013113729.0,0.06,0.12,148.82,97.08,家电行业
198,002643,万润股份,12.97,6.14,0.75,532728.0,673159985.07,6.06,12.97,12.23,12.24,12.22,1.47,5.86,30.57,1.71,12063476830.0,11793952643.0,0.15,0.39,53.86,-20.38,电子化学品
199,003010,若羽臣,29.6,6.13,1.71,185742.0,533490867.95,12.91,30.15,26.55,26.55,27.89,1.82,15.36,63.11,4.63,4855302978.0,3579405338.0,0.0,0.34,148.11,107.57,互联网服务
200,688525,佰维存储,69.72,6.12,4.02,355271.0,2375467057.0,10.65,70.18,63.18,66.36,65.7,1.33,11.27,98.85,12.26,30066076644.0,21972446035.0,-0.01,-0.09,59.32,11.27,半导体
201,002824,和胜股份,17.55,6.11,1.01,111404.0,188657304.88,8.59,17.56,16.14,16.6,16.54,1.3,5.89,66.08,2.92,4898452122.0,3319670303.0,0.11,0.17,38.84,-13.89,有色金属
202,688668,鼎通科技,42.7,6.09,2.45,137929.0,574038981.0,8.47,42.92,39.51,40.98,40.25,1.79,9.94,56.71,3.34,5923755884.0,5923755884.0,0.0,0.12,30.22,9.04,通信设备
203,300879,大叶股份,17.96,6.08,1.03,216056.0,377149831.68,6.44,17.99,16.9,17.0,16.93,1.26,10.75,128.5,2.96,3635083041.0,3610470926.0,0.0,0.5,38.05,3.7,专用设备
204,688127,蓝特光学,27.95,6.07,1.6,181644.0,498448855.0,8.01,28.3,26.19,26.37,26.35,1.62,4.51,52.31,6.43,11269227580.0,11269227580.0,0.32,0.07,79.63,21.05,光学光电子
205,603712,七一二,19.98,6.05,1.14,340427.0,667498153.0,8.55,20.37,18.76,18.84,18.84,1.27,4.41,-424.53,3.35,15424560000.0,15424560000.0,0.0,0.05,30.93,-36.47,通信设备
206,603344,星德胜,25.16,6.03,1.43,62653.0,154716146.0,6.87,25.18,23.55,23.55,23.73,1.95,12.88,26.54,2.49,4894399457.0,1223599864.0,0.0,0.08,28.37,33.33,电机
207,603508,思维列控,24.65,6.02,1.4,112305.0,273259765.0,6.11,24.8,23.38,23.38,23.25,2.47,2.95,21.51,2.09,9398413393.0,9398413393.0,0.04,0.16,37.63,67.8,软件开发
208,300351,永贵电器,19.37,6.02,1.1,446715.0,865239404.4,8.7,19.99,18.4,18.5,18.27,2.55,17.06,55.99,3.14,7513954556.0,5072663870.0,0.05,0.21,35.45,-6.06,交运设备
209,002865,钧达股份,54.47,6.01,3.09,166450.0,899619659.74,8.6,55.45,51.03,51.03,51.38,1.73,7.4,-22.46,3.09,12481895931.0,12248439636.0,0.0,0.06,45.99,-29.01,光伏设备
210,301261,恒工精密,43.98,5.98,2.48,50867.0,225185694.39,7.45,45.99,42.9,43.49,41.5,1.57,13.42,30.16,2.47,3865410820.0,1666410820.0,-0.05,-0.18,37.61,-14.05,通用设备
211,600537,亿晶光电,3.37,5.97,0.19,921495.0,314073299.0,10.38,3.5,3.17,3.18,3.18,3.19,7.78,-5.24,2.05,3997544611.0,3989119611.0,0.0,0.3,41.6,-38.84,光伏设备
212,001896,豫能控股,4.8,5.96,0.27,913095.0,436889767.49,11.7,4.98,4.45,4.55,4.53,1.26,6.91,-61.49,2.33,7323750384.0,6339750384.0,0.0,-0.21,33.7,9.84,电力行业
213,000977,浪潮信息,53.88,5.96,3.03,1778589.0,9404963036.7,7.34,54.23,50.5,50.91,50.85,1.36,12.1,45.96,4.2,79318640373.0,79224094982.0,0.17,0.34,60.84,62.93,计算机设备
214,002182,宝武镁业,12.15,5.93,0.68,513750.0,609523736.92,7.5,12.24,11.38,11.48,11.47,1.98,6.6,58.78,2.26,12050267369.0,9461356401.0,-0.33,-0.41,27.49,-12.9,有色金属
215,301607,富特科技,40.04,5.93,2.24,23418.0,92381309.65,5.26,40.18,38.19,38.3,37.8,2.05,10.47,40.39,4.52,4445023423.0,895620806.0,0.02,0.05,24.23,186.0,汽车零部件
216,603289,泰瑞机器,9.14,5.91,0.51,227331.0,210485557.0,8.57,9.49,8.75,8.87,8.63,6.45,7.75,45.97,1.94,2689891224.0,2680041768.0,0.0,0.0,23.51,-16.07,专用设备
217,600449,宁夏建材,14.89,5.9,0.83,455006.0,689578488.0,9.25,15.47,14.17,14.17,14.06,3.48,9.52,31.26,0.99,7120115715.0,7120115715.0,0.4,0.61,33.3,-15.78,水泥建材
218,300564,筑博设计,16.4,5.87,0.91,59275.0,95693540.73,6.39,16.5,15.51,15.52,15.49,1.59,5.24,1641.47,2.09,2671284480.0,1856403740.0,0.61,0.74,86.58,26.54,工程咨询服务
219,605050,福然德,10.28,5.87,0.57,82002.0,82729877.0,8.34,10.39,9.58,9.68,9.71,2.88,1.66,18.79,1.21,5066283981.0,5066283981.0,0.0,0.0,22.82,-13.61,物流行业
220,000779,甘咨询,8.66,5.87,0.48,186872.0,160755753.3,9.66,9.0,8.21,8.21,8.18,1.73,4.02,16.74,1.06,4025423054.0,4025071874.0,0.12,0.12,21.46,-19.07,工程咨询服务
221,301633,港迪技术,90.78,5.84,5.01,15767.0,139789244.8,8.18,91.9,84.88,85.76,85.77,1.84,11.33,65.32,5.68,5054630400.0,1263657600.0,0.0,0.1,139.27,139.27,通用设备
222,002265,建设工业,19.78,5.83,1.09,803597.0,1574170642.96,7.49,20.14,18.74,19.56,18.69,1.05,19.94,83.65,5.77,20433539250.0,7973259155.0,-0.35,0.0,113.61,74.12,汽车零部件
223,605305,中际联合,29.53,5.8,1.62,83475.0,244298393.0,6.31,29.66,27.9,27.92,27.91,2.99,3.93,19.75,2.51,6275715600.0,6275715600.0,0.1,0.2,19.41,29.06,风电设备
224,600621,华鑫股份,17.21,5.78,0.94,855044.0,1434685987.0,9.28,17.7,16.19,16.25,16.27,2.39,8.06,45.06,2.25,18258076815.0,18258076815.0,0.0,-0.06,29.4,23.55,证券
225,301358,湖南裕能,48.01,5.77,2.62,124774.0,595399110.12,7.05,48.7,45.5,45.64,45.39,1.43,3.25,55.58,3.16,36355719891.0,18408625339.0,0.02,0.1,67.81,43.19,电池
226,688219,会通股份,11.19,5.77,0.61,122315.0,135370832.0,5.1,11.24,10.7,10.7,10.58,1.24,2.66,25.28,2.63,5139398244.0,5139398244.0,0.0,0.09,61.24,2.94,塑料制品
227,600425,青松建化,4.22,5.76,0.23,505770.0,209069482.0,7.02,4.26,3.98,4.0,3.99,1.96,3.67,12.52,1.05,6771849644.0,5818494163.0,0.0,0.72,31.06,9.61,水泥建材
228,301611,珂玛科技,64.18,5.75,3.49,67213.0,419189152.55,7.22,64.26,59.88,61.29,60.69,1.5,11.92,92.94,19.44,27982480000.0,3619630571.0,0.0,0.09,121.31,712.41,非金属材料
229,600171,上海贝岭,46.0,5.75,2.5,1471312.0,6541846117.0,12.51,47.47,42.03,43.3,43.5,1.68,20.75,102.52,7.67,32610471938.0,32610471938.0,0.0,0.02,119.68,225.78,半导体
230,002196,方正电机,5.89,5.75,0.32,523743.0,312007085.12,8.8,6.13,5.64,5.68,5.57,3.18,10.7,244863.66,2.02,2931275888.0,2884244756.0,0.17,0.17,31.47,-17.97,电机
231,002015,协鑫能科,8.11,5.74,0.44,437016.0,353130683.82,5.48,8.23,7.81,7.82,7.67,2.92,2.69,16.3,1.12,13165162620.0,13165162620.0,0.0,0.12,20.51,-33.8,电力行业
232,688252,天德钰,26.0,5.73,1.41,117259.0,297800177.0,6.3,26.0,24.45,24.76,24.59,1.57,6.43,41.54,5.1,10634554866.0,4740826610.0,0.04,0.08,76.63,30.65,半导体
233,300408,三环集团,39.84,5.73,2.16,293918.0,1151761733.67,5.84,39.99,37.79,37.85,37.68,2.32,1.57,35.72,3.96,76353255261.0,74493151397.0,0.05,-0.03,30.11,36.58,电子元件
234,300660,江苏雷利,40.5,5.72,2.19,205056.0,824960431.68,5.32,41.19,39.15,39.55,38.31,1.5,6.43,40.27,3.83,12935021585.0,12925242050.0,0.0,0.17,71.9,37.29,电机
235,600397,安源煤业,2.78,5.7,0.15,646167.0,178814720.0,9.89,2.89,2.63,2.68,2.63,2.68,6.53,-11.1,8.17,2752088472.0,2752088472.0,0.0,-0.36,35.61,-8.25,煤炭行业
236,301182,凯旺科技,38.99,5.69,2.1,92488.0,356441763.72,11.63,40.11,35.82,37.41,36.89,1.58,24.18,-69.37,4.3,3736088083.0,1491433783.0,0.05,0.05,92.54,66.77,消费电子
237,603219,富佳股份,14.69,5.68,0.79,153684.0,221201168.0,5.11,14.69,13.98,13.98,13.9,1.01,2.74,42.68,5.31,8246966000.0,8246966000.0,0.27,0.27,20.81,10.78,家电行业
238,688088,虹软科技,40.0,5.68,2.15,126716.0,489048723.0,8.67,40.22,36.94,37.87,37.85,1.26,3.16,136.31,6.16,16046816000.0,16046816000.0,0.03,0.23,58.29,-1.65,互联网服务
239,688306,均普智能,8.86,5.6,0.47,389263.0,337536103.0,6.91,8.98,8.4,8.55,8.39,0.93,8.31,-167.37,6.28,10882585608.0,4148099608.0,0.23,0.34,126.02,59.07,专用设备
240,002568,百润股份,28.17,5.58,1.49,151928.0,424409032.52,7.35,28.61,26.65,26.75,26.68,1.69,2.12,38.61,6.76,29560723462.0,20180770021.0,-0.04,0.0,57.73,14.47,酿酒行业
241,603516,淳中科技,49.09,5.57,2.59,128838.0,616791299.0,7.55,49.46,45.95,46.88,46.5,0.94,6.38,144.27,7.28,9908412931.0,9908412931.0,0.04,0.41,80.54,119.45,计算机设备
242,300783,三只松鼠,39.99,5.51,2.09,237990.0,928142260.24,8.97,40.5,37.1,37.9,37.9,1.08,8.51,35.25,5.73,16035990000.0,11181044040.0,0.08,0.0,122.17,124.66,食品饮料
243,301088,戎美股份,14.76,5.5,0.77,57753.0,83195456.6,10.36,15.18,13.73,13.99,13.99,0.93,10.02,38.27,1.33,3363804000.0,850914000.0,0.89,0.2,38.46,-0.2,纺织服装
244,605277,新亚电子,15.78,5.48,0.82,412763.0,644602868.0,8.56,16.28,15.0,15.0,14.96,1.55,13.15,37.9,3.63,5117410779.0,4954641783.0,0.0,0.38,35.8,28.5,消费电子
245,002960,青鸟消防,11.95,5.47,0.62,169075.0,200146661.04,7.06,12.14,11.34,11.34,11.33,1.33,2.73,19.89,1.46,8894811041.0,7407753567.0,0.0,0.0,28.49,-11.42,专用设备
246,003036,泰坦股份,13.19,5.44,0.68,169010.0,219327252.51,13.83,13.75,12.02,12.12,12.51,1.56,7.82,26.41,2.1,2849128716.0,2849128716.0,0.08,0.23,67.6,10.1,专用设备
247,301045,天禄科技,25.67,5.42,1.32,64556.0,162256435.15,7.47,25.74,23.92,24.01,24.35,1.69,9.5,106.37,2.86,2831872250.0,1743635469.0,0.0,0.16,58.55,-5.21,光学光电子
248,300303,聚飞光电,7.29,5.35,0.37,872388.0,622406552.77,5.49,7.3,6.92,6.96,6.92,1.68,6.62,33.7,2.92,10266141501.0,9611463299.0,0.0,0.69,46.68,25.04,光学光电子
249,603728,鸣志电器,59.0,5.34,2.99,149023.0,862381158.0,6.91,59.99,56.12,57.1,56.01,1.47,3.56,392.11,8.58,24714067500.0,24714067500.0,0.14,-0.14,55.3,-10.35,电机
250,300955,嘉亨家化,16.41,5.33,0.83,41171.0,66350309.26,8.34,16.78,15.48,15.8,15.58,1.06,7.0,559.62,1.72,1654128000.0,965668456.0,0.0,-0.18,38.6,-24.59,美容护理
251,300327,中颖电子,26.73,5.32,1.35,199049.0,517394284.96,6.97,26.75,24.98,25.44,25.38,1.46,5.87,76.07,5.38,9125334091.0,9068314243.0,0.0,0.11,49.33,18.27,半导体
252,300777,中简科技,30.15,5.31,1.52,241877.0,719581647.61,6.88,30.38,28.41,28.64,28.63,2.43,5.71,43.01,3.12,13257182241.0,12775844938.0,0.0,0.0,43.5,1.48,化纤行业
253,002472,双环传动,30.36,5.31,1.53,261126.0,785583177.7,5.03,30.5,29.05,29.12,28.83,2.94,3.47,26.14,3.02,25721193348.0,22836751986.0,-0.03,0.03,38.95,17.22,汽车零部件
254,002928,华夏航空,8.15,5.3,0.41,178195.0,142145342.34,7.11,8.27,7.72,7.74,7.74,1.59,1.39,25.48,3.07,10417668633.0,10417668633.0,-0.24,-0.24,49.54,14.15,航空机场
255,605003,众望布艺,20.97,5.27,1.05,38134.0,78344901.0,8.79,21.38,19.63,19.81,19.92,1.45,3.47,25.6,1.62,2306700000.0,2306700000.0,0.05,0.48,38.05,8.48,纺织服装
256,301071,力量钻石,37.95,5.27,1.9,355591.0,1277299909.73,18.75,40.46,33.7,36.37,36.05,3.98,22.42,41.88,1.88,9877334278.0,6018438015.0,-0.68,0.4,65.29,20.09,非金属材料
257,688662,富信科技,39.46,5.25,1.97,57939.0,223277638.0,8.43,40.0,36.84,38.19,37.49,2.06,6.57,78.45,5.09,3481950400.0,3481950400.0,-0.05,0.36,83.96,8.26,电子元件
